Indicator Name,Geography,Region,Year,Category,Subcategory,Numerator,Denominator,Rate,Lower 95% Confidence Limit,Upper 95% Confidence Limit,
Pregnancy-Related Mortality Ratio,Yuba,Northeastern and Northern Central Valley,2017-2019,Total Population,Total population,26,156731,16.6,10.8,24.3,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Race-Ethnicity,Hispanic,80,634098,12.6,10,15.7,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Race-Ethnicity,Multi-Race,,33455,,,,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Race-Ethnicity,Black,32,67597,47.3,32.4,66.8,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Race-Ethnicity,AIAN,,4456,,,,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Race-Ethnicity,Asian,29,207058,14,9.4,20.1,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Race-Ethnicity,Pacific Islander,,5211,,,,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Race-Ethnicity,White,41,369434,11.1,8,15.1,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Race-Ethnicity,Other,,884,,,,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Race-Ethnicity,Unknown,,50391,,,,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Age,<20 years,,51579,,,,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Age,20-24 years,21,214609,9.8,6.1,15,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Age,25-29 years,39,359333,10.9,7.7,14.8,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Age,30-34 years,50,420452,11.9,8.8,15.7,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Age,35-39 years,51,259051,19.7,14.7,25.9,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Age,40+ years,23,67391,34.1,21.6,51.2,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Education,Less than high school,43,167019,25.7,18.6,34.7,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Education,High school graduate,61,326719,18.7,14.3,24,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Education,Some college,43,357869,12,8.7,16.2,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Education,College graduate,45,444854,10.1,7.4,13.5,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Nativity,Born in U.S.,141,877574,16.1,13.4,18.7,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Nativity,Born outside U.S.,51,492692,10.4,7.7,13.6,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Prepregnancy Body Mass Index,Underweight/Normal weight (<25),56,637861,8.8,6.6,11.4,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Prepregnancy Body Mass Index,Overweight (25.0-29.9),45,364571,12.3,9,16.5,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Prepregnancy Body Mass Index,Obese I/II (30-39.9),60,285744,21,16,27,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Prepregnancy Body Mass Index,Obese III (40+),23,54768,42,26.6,63,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Community Conditions,Most healthy,20,258597,7.7,4.7,11.9,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Community Conditions,More healthy,44,317226,13.9,10.1,18.6,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Community Conditions,Less healthy,55,351621,15.6,11.8,20.4,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Community Conditions,Least healthy,63,400993,15.7,12.1,20.1,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Cause of Death,Cardiovascular disease,60,1372584,4.4,3.3,5.6,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Cause of Death,Sepsis/Infection,27,1372584,2,1.3,2.9,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Cause of Death,Hemorrhage,27,1372584,2,1.3,2.9,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Cause of Death,Hypertensive disorders,,1372584,,,,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Cause of Death,Pulmonary embolism,17,1372584,1.2,0.7,2,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Cause of Death,Amniotic fluid embolism,19,1372584,1.4,0.8,2.2,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Cause of Death,Cerebrovascular accident,10,1372584,0.7,0.3,1.3,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Cause of Death,Anesthesia complications,,1372584,,,,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Cause of Death,Other,23,1372584,1.7,1.1,2.5,
Pregnancy-Related Mortality Ratio,California,,2017-2019,Cause of Death,Undetermined,,1372584,,,,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Total Population,Total population,208,1321164,15.7,13.6,17.9,
Pregnancy-Related Mortality Ratio,California,North and Mid-Coastal,2018-2020,Total Population,Total population,39,267453,14.6,10.4,19.9,
Pregnancy-Related Mortality Ratio,California,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,California,Southern Central Valley,2018-2020,Total Population,Total population,25,148395,16.8,10.9,24.9,
Pregnancy-Related Mortality Ratio,California,Los Angeles - Santa Barbara - Ventura,2018-2020,Total Population,Total population,60,357223,16.8,12.8,21.6,
Pregnancy-Related Mortality Ratio,California,Southern Inland,2018-2020,Total Population,Total population,28,169426,16.5,11,23.9,
Pregnancy-Related Mortality Ratio,California,Orange - San Diego - Imperial,2018-2020,Total Population,Total population,26,225048,11.6,7.5,16.9,
Pregnancy-Related Mortality Ratio,Alameda,North and Mid-Coastal,2018-2020,Total Population,Total population,39,267453,14.6,10.4,19.9,
Pregnancy-Related Mortality Ratio,Alpine,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,Amador,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,Butte,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,Calaveras,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,Colusa,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,Contra Costa,North and Mid-Coastal,2018-2020,Total Population,Total population,39,267453,14.6,10.4,19.9,
Pregnancy-Related Mortality Ratio,Del Norte,North and Mid-Coastal,2018-2020,Total Population,Total population,39,267453,14.6,10.4,19.9,
Pregnancy-Related Mortality Ratio,El Dorado,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,Fresno,Southern Central Valley,2018-2020,Total Population,Total population,25,148395,16.8,10.9,24.9,
Pregnancy-Related Mortality Ratio,Glenn,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,Humboldt,North and Mid-Coastal,2018-2020,Total Population,Total population,39,267453,14.6,10.4,19.9,
Pregnancy-Related Mortality Ratio,Imperial,Orange - San Diego - Imperial,2018-2020,Total Population,Total population,26,225048,11.6,7.5,16.9,
Pregnancy-Related Mortality Ratio,Inyo,Southern Inland,2018-2020,Total Population,Total population,28,169426,16.5,11,23.9,
Pregnancy-Related Mortality Ratio,Kern,Southern Central Valley,2018-2020,Total Population,Total population,25,148395,16.8,10.9,24.9,
Pregnancy-Related Mortality Ratio,Kings,Southern Central Valley,2018-2020,Total Population,Total population,25,148395,16.8,10.9,24.9,
Pregnancy-Related Mortality Ratio,Lake,North and Mid-Coastal,2018-2020,Total Population,Total population,39,267453,14.6,10.4,19.9,
Pregnancy-Related Mortality Ratio,Lassen,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,Los Angeles,Los Angeles - Santa Barbara - Ventura,2018-2020,Total Population,Total population,60,357223,16.8,12.8,21.6,
Pregnancy-Related Mortality Ratio,Madera,Southern Central Valley,2018-2020,Total Population,Total population,25,148395,16.8,10.9,24.9,
Pregnancy-Related Mortality Ratio,Marin,North and Mid-Coastal,2018-2020,Total Population,Total population,39,267453,14.6,10.4,19.9,
Pregnancy-Related Mortality Ratio,Mariposa,Southern Central Valley,2018-2020,Total Population,Total population,25,148395,16.8,10.9,24.9,
Pregnancy-Related Mortality Ratio,Mendocino,North and Mid-Coastal,2018-2020,Total Population,Total population,39,267453,14.6,10.4,19.9,
Pregnancy-Related Mortality Ratio,Merced,Southern Central Valley,2018-2020,Total Population,Total population,25,148395,16.8,10.9,24.9,
Pregnancy-Related Mortality Ratio,Modoc,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,Mono,Southern Inland,2018-2020,Total Population,Total population,28,169426,16.5,11,23.9,
Pregnancy-Related Mortality Ratio,Monterey,North and Mid-Coastal,2018-2020,Total Population,Total population,39,267453,14.6,10.4,19.9,
Pregnancy-Related Mortality Ratio,Napa,North and Mid-Coastal,2018-2020,Total Population,Total population,39,267453,14.6,10.4,19.9,
Pregnancy-Related Mortality Ratio,Nevada,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,Orange,Orange - San Diego - Imperial,2018-2020,Total Population,Total population,26,225048,11.6,7.5,16.9,
Pregnancy-Related Mortality Ratio,Placer,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,Plumas,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,Riverside,Southern Inland,2018-2020,Total Population,Total population,28,169426,16.5,11,23.9,
Pregnancy-Related Mortality Ratio,Sacramento,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,San Benito,North and Mid-Coastal,2018-2020,Total Population,Total population,39,267453,14.6,10.4,19.9,
Pregnancy-Related Mortality Ratio,San Bernardino,Southern Inland,2018-2020,Total Population,Total population,28,169426,16.5,11,23.9,
Pregnancy-Related Mortality Ratio,San Diego,Orange - San Diego - Imperial,2018-2020,Total Population,Total population,26,225048,11.6,7.5,16.9,
Pregnancy-Related Mortality Ratio,San Francisco,North and Mid-Coastal,2018-2020,Total Population,Total population,39,267453,14.6,10.4,19.9,
Pregnancy-Related Mortality Ratio,San Joaquin,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,San Luis Obispo,North and Mid-Coastal,2018-2020,Total Population,Total population,39,267453,14.6,10.4,19.9,
Pregnancy-Related Mortality Ratio,San Mateo,North and Mid-Coastal,2018-2020,Total Population,Total population,39,267453,14.6,10.4,19.9,
Pregnancy-Related Mortality Ratio,Santa Barbara,Los Angeles - Santa Barbara - Ventura,2018-2020,Total Population,Total population,60,357223,16.8,12.8,21.6,
Pregnancy-Related Mortality Ratio,Santa Clara,North and Mid-Coastal,2018-2020,Total Population,Total population,39,267453,14.6,10.4,19.9,
Pregnancy-Related Mortality Ratio,Santa Cruz,North and Mid-Coastal,2018-2020,Total Population,Total population,39,267453,14.6,10.4,19.9,
Pregnancy-Related Mortality Ratio,Shasta,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,Sierra,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,Siskiyou,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,Solano,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,Sonoma,North and Mid-Coastal,2018-2020,Total Population,Total population,39,267453,14.6,10.4,19.9,
Pregnancy-Related Mortality Ratio,Stanislaus,Southern Central Valley,2018-2020,Total Population,Total population,25,148395,16.8,10.9,24.9,
Pregnancy-Related Mortality Ratio,Sutter,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,Tehama,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,Trinity,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,Tulare,Southern Central Valley,2018-2020,Total Population,Total population,25,148395,16.8,10.9,24.9,
Pregnancy-Related Mortality Ratio,Tuolumne,Southern Central Valley,2018-2020,Total Population,Total population,25,148395,16.8,10.9,24.9,
Pregnancy-Related Mortality Ratio,Ventura,Los Angeles - Santa Barbara - Ventura,2018-2020,Total Population,Total population,60,357223,16.8,12.8,21.6,
Pregnancy-Related Mortality Ratio,Yolo,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,Yuba,Northeastern and Northern Central Valley,2018-2020,Total Population,Total population,30,153619,19.5,13.2,27.9,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Race-Ethnicity,Hispanic,90,608111,14.8,11.9,18.2,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Race-Ethnicity,Multi-Race,10,32092,31.2,14.9,57.3,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Race-Ethnicity,Black,30,65485,45.8,30.9,65.4,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Race-Ethnicity,AIAN,,4346,,,,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Race-Ethnicity,Asian,29,193368,15,10,21.5,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Race-Ethnicity,Pacific Islander,,5014,,,,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Race-Ethnicity,White,45,357129,12.6,9.2,16.9,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Race-Ethnicity,Other,,1203,,,,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Race-Ethnicity,Unknown,,54416,,,,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Age,<20 years,,46171,,,,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Age,20-24 years,20,198237,10.1,6.2,15.6,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Age,25-29 years,36,341711,10.5,7.4,14.6,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Age,30-34 years,64,410661,15.6,12,19.9,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Age,35-39 years,60,257232,23.3,17.8,30,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Age,40+ years,20,67054,29.8,18.2,46.1,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Education,Less than high school,44,150199,29.3,21.3,39.3,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Education,High school graduate,73,313541,23.3,18.2,29.3,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Education,Some college,45,341026,13.2,9.6,17.7,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Education,College graduate,45,435638,10.3,7.5,13.8,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Nativity,Born in U.S.,150,860684,17.4,14.6,20.2,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Nativity,Born outside U.S.,58,457791,12.7,9.6,16.4,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Prepregnancy Body Mass Index,Underweight/Normal weight (<25),48,595503,8.1,5.9,10.7,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Prepregnancy Body Mass Index,Overweight (25.0-29.9),55,356686,15.4,11.6,20.1,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Prepregnancy Body Mass Index,Obese I/II (30-39.9),69,286664,24.1,18.7,30.5,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Prepregnancy Body Mass Index,Obese III (40+),30,55374,54.2,36.6,77.3,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Community Conditions,Most healthy,20,235924,8.5,5.2,13.1,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Community Conditions,More healthy,52,281228,18.5,13.8,24.2,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Community Conditions,Less healthy,54,317158,17,12.8,22.2,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Community Conditions,Least healthy,70,358114,19.5,15.2,24.7,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Cause of Death,Cardiovascular disease,53,1321164,4,3,5.2,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Cause of Death,Sepsis/Infection,34,1321164,2.6,1.8,3.6,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Cause of Death,Hemorrhage,36,1321164,2.7,1.9,3.8,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Cause of Death,Hypertensive disorders,10,1321164,0.8,0.4,1.4,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Cause of Death,Pulmonary embolism,22,1321164,1.7,1,2.5,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Cause of Death,Amniotic fluid embolism,19,1321164,1.4,0.9,2.2,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Cause of Death,Cerebrovascular accident,,1321164,,,,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Cause of Death,Anesthesia complications,,1321164,,,,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Cause of Death,Other,22,1321164,1.7,1,2.5,
Pregnancy-Related Mortality Ratio,California,,2018-2020,Cause of Death,Undetermined,,1321164,,,,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Total Population,Total population,226,1287679,17.6,15.3,19.8,
Pregnancy-Related Mortality Ratio,California,North and Mid-Coastal,2019-2021,Total Population,Total population,38,261388,14.5,10.3,20,
Pregnancy-Related Mortality Ratio,California,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,California,Southern Central Valley,2019-2021,Total Population,Total population,40,147305,27.2,19.4,37,
Pregnancy-Related Mortality Ratio,California,Los Angeles - Santa Barbara - Ventura,2019-2021,Total Population,Total population,60,342919,17.5,13.4,22.5,
Pregnancy-Related Mortality Ratio,California,Southern Inland,2019-2021,Total Population,Total population,30,166160,18.1,12.2,25.8,
Pregnancy-Related Mortality Ratio,California,Orange - San Diego - Imperial,2019-2021,Total Population,Total population,26,217489,12,7.8,17.5,
Pregnancy-Related Mortality Ratio,Alameda,North and Mid-Coastal,2019-2021,Total Population,Total population,38,261388,14.5,10.3,20,
Pregnancy-Related Mortality Ratio,Alpine,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,Amador,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,Butte,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,Calaveras,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,Colusa,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,Contra Costa,North and Mid-Coastal,2019-2021,Total Population,Total population,38,261388,14.5,10.3,20,
Pregnancy-Related Mortality Ratio,Del Norte,North and Mid-Coastal,2019-2021,Total Population,Total population,38,261388,14.5,10.3,20,
Pregnancy-Related Mortality Ratio,El Dorado,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,Fresno,Southern Central Valley,2019-2021,Total Population,Total population,40,147305,27.2,19.4,37,
Pregnancy-Related Mortality Ratio,Glenn,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,Humboldt,North and Mid-Coastal,2019-2021,Total Population,Total population,38,261388,14.5,10.3,20,
Pregnancy-Related Mortality Ratio,Imperial,Orange - San Diego - Imperial,2019-2021,Total Population,Total population,26,217489,12,7.8,17.5,
Pregnancy-Related Mortality Ratio,Inyo,Southern Inland,2019-2021,Total Population,Total population,30,166160,18.1,12.2,25.8,
Pregnancy-Related Mortality Ratio,Kern,Southern Central Valley,2019-2021,Total Population,Total population,40,147305,27.2,19.4,37,
Pregnancy-Related Mortality Ratio,Kings,Southern Central Valley,2019-2021,Total Population,Total population,40,147305,27.2,19.4,37,
Pregnancy-Related Mortality Ratio,Lake,North and Mid-Coastal,2019-2021,Total Population,Total population,38,261388,14.5,10.3,20,
Pregnancy-Related Mortality Ratio,Lassen,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,Los Angeles,Los Angeles - Santa Barbara - Ventura,2019-2021,Total Population,Total population,60,342919,17.5,13.4,22.5,
Pregnancy-Related Mortality Ratio,Madera,Southern Central Valley,2019-2021,Total Population,Total population,40,147305,27.2,19.4,37,
Pregnancy-Related Mortality Ratio,Marin,North and Mid-Coastal,2019-2021,Total Population,Total population,38,261388,14.5,10.3,20,
Pregnancy-Related Mortality Ratio,Mariposa,Southern Central Valley,2019-2021,Total Population,Total population,40,147305,27.2,19.4,37,
Pregnancy-Related Mortality Ratio,Mendocino,North and Mid-Coastal,2019-2021,Total Population,Total population,38,261388,14.5,10.3,20,
Pregnancy-Related Mortality Ratio,Merced,Southern Central Valley,2019-2021,Total Population,Total population,40,147305,27.2,19.4,37,
Pregnancy-Related Mortality Ratio,Modoc,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,Mono,Southern Inland,2019-2021,Total Population,Total population,30,166160,18.1,12.2,25.8,
Pregnancy-Related Mortality Ratio,Monterey,North and Mid-Coastal,2019-2021,Total Population,Total population,38,261388,14.5,10.3,20,
Pregnancy-Related Mortality Ratio,Napa,North and Mid-Coastal,2019-2021,Total Population,Total population,38,261388,14.5,10.3,20,
Pregnancy-Related Mortality Ratio,Nevada,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,Orange,Orange - San Diego - Imperial,2019-2021,Total Population,Total population,26,217489,12,7.8,17.5,
Pregnancy-Related Mortality Ratio,Placer,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,Plumas,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,Riverside,Southern Inland,2019-2021,Total Population,Total population,30,166160,18.1,12.2,25.8,
Pregnancy-Related Mortality Ratio,Sacramento,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,San Benito,North and Mid-Coastal,2019-2021,Total Population,Total population,38,261388,14.5,10.3,20,
Pregnancy-Related Mortality Ratio,San Bernardino,Southern Inland,2019-2021,Total Population,Total population,30,166160,18.1,12.2,25.8,
Pregnancy-Related Mortality Ratio,San Diego,Orange - San Diego - Imperial,2019-2021,Total Population,Total population,26,217489,12,7.8,17.5,
Pregnancy-Related Mortality Ratio,San Francisco,North and Mid-Coastal,2019-2021,Total Population,Total population,38,261388,14.5,10.3,20,
Pregnancy-Related Mortality Ratio,San Joaquin,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,San Luis Obispo,North and Mid-Coastal,2019-2021,Total Population,Total population,38,261388,14.5,10.3,20,
Pregnancy-Related Mortality Ratio,San Mateo,North and Mid-Coastal,2019-2021,Total Population,Total population,38,261388,14.5,10.3,20,
Pregnancy-Related Mortality Ratio,Santa Barbara,Los Angeles - Santa Barbara - Ventura,2019-2021,Total Population,Total population,60,342919,17.5,13.4,22.5,
Pregnancy-Related Mortality Ratio,Santa Clara,North and Mid-Coastal,2019-2021,Total Population,Total population,38,261388,14.5,10.3,20,
Pregnancy-Related Mortality Ratio,Santa Cruz,North and Mid-Coastal,2019-2021,Total Population,Total population,38,261388,14.5,10.3,20,
Pregnancy-Related Mortality Ratio,Shasta,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,Sierra,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,Siskiyou,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,Solano,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,Sonoma,North and Mid-Coastal,2019-2021,Total Population,Total population,38,261388,14.5,10.3,20,
Pregnancy-Related Mortality Ratio,Stanislaus,Southern Central Valley,2019-2021,Total Population,Total population,40,147305,27.2,19.4,37,
Pregnancy-Related Mortality Ratio,Sutter,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,Tehama,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,Trinity,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,Tulare,Southern Central Valley,2019-2021,Total Population,Total population,40,147305,27.2,19.4,37,
Pregnancy-Related Mortality Ratio,Tuolumne,Southern Central Valley,2019-2021,Total Population,Total population,40,147305,27.2,19.4,37,
Pregnancy-Related Mortality Ratio,Ventura,Los Angeles - Santa Barbara - Ventura,2019-2021,Total Population,Total population,60,342919,17.5,13.4,22.5,
Pregnancy-Related Mortality Ratio,Yolo,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,Yuba,Northeastern and Northern Central Valley,2019-2021,Total Population,Total population,32,152418,21,14.4,29.6,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Race-Ethnicity,Hispanic,105,593098,17.7,14.3,21.1,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Race-Ethnicity,Multi-Race,10,31594,31.7,15.2,58.2,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Race-Ethnicity,Black,32,64357,49.7,34,70.2,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Race-Ethnicity,AIAN, ,4150, , , ,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Race-Ethnicity,Asian,26,180348,14.4,9.4,21.1,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Race-Ethnicity,Pacific Islander, ,4893, , , ,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Race-Ethnicity,White,49,350325,14,10.3,18.5,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Race-Ethnicity,Other, ,1333, , , ,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Race-Ethnicity,Unknown, ,57581, , , ,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Age,<20 years, ,41748, , , ,
Pregnancy-Related Mortality Ratio,California,,2019-2021,Age,20-24 years,21,186472,11.3,7,17.2,
